Notes,County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,Crude Rate
,"San Juan County, NM",35045,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,183,1370116,13.4
,"San Juan County, NM",35045,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,187,1370116,13.6
,"San Miguel County, NM",35047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,74,309852,23.9
,"San Miguel County, NM",35047,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,39,309852,12.6
,"San Miguel County, NM",35047,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,35,309852,11.3
,"Santa Fe County, NM",35049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,388,1630227,23.8
,"Santa Fe County, NM",35049,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,192,1630227,11.8
,"Santa Fe County, NM",35049,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,196,1630227,12.0
,"Sierra County, NM",35051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,49,124938,39.2
,"Sierra County, NM",35051,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,33,124938,26.4
,"Sierra County, NM",35051,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,16,124938,Unreliable
,"Socorro County, NM",35053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,56,189230,29.6
,"Socorro County, NM",35053,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,30,189230,15.9
,"Socorro County, NM",35053,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,26,189230,13.7
,"Taos County, NM",35055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,104,361670,28.8
,"Taos County, NM",35055,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,59,361670,16.3
,"Taos County, NM",35055,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,45,361670,12.4
,"Torrance County, NM",35057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,53,172908,30.7
,"Torrance County, NM",35057,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,32,172908,18.5
,"Torrance County, NM",35057,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,21,172908,12.1
,"Union County, NM",35059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,46854,Unreliable
,"Union County, NM",35059,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,11,46854,Unreliable
,"Valencia County, NM",35061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,172,840392,20.5
,"Valencia County, NM",35061,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,82,840392,9.8
,"Valencia County, NM",35061,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,90,840392,10.7
,"Albany County, NY",36001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,328,3372456,9.7
,"Albany County, NY",36001,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,99,3372456,2.9
,"Albany County, NY",36001,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,229,3372456,6.8
,"Allegany County, NY",36003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,79,521467,15.1
,"Allegany County, NY",36003,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,51,521467,9.8
,"Allegany County, NY",36003,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,28,521467,5.4
,"Bronx County, NY",36005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,839,15676280,5.4
,"Bronx County, NY",36005,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,92,15676280,0.6
,"Bronx County, NY",36005,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,747,15676280,4.8
,"Broome County, NY",36007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,256,2149681,11.9
,"Broome County, NY",36007,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,95,2149681,4.4
,"Broome County, NY",36007,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,161,2149681,7.5
,"Cattaraugus County, NY",36009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,125,858866,14.6
,"Cattaraugus County, NY",36009,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,67,858866,7.8
,"Cattaraugus County, NY",36009,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,58,858866,6.8
,"Cayuga County, NY",36011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,107,861118,12.4
,"Cayuga County, NY",36011,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,32,861118,3.7
,"Cayuga County, NY",36011,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,75,861118,8.7
,"Chautauqua County, NY",36013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,192,1438148,13.4
,"Chautauqua County, NY",36013,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,95,1438148,6.6
,"Chautauqua County, NY",36013,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,97,1438148,6.7
,"Chemung County, NY",36015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,110,952139,11.6
,"Chemung County, NY",36015,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,36,952139,3.8
,"Chemung County, NY",36015,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,74,952139,7.8
,"Chenango County, NY",36017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,536216,12.9
,"Chenango County, NY",36017,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,39,536216,7.3
,"Chenango County, NY",36017,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,30,536216,5.6
,"Clinton County, NY",36019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,113,893212,12.7
,"Clinton County, NY",36019,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,52,893212,5.8
,"Clinton County, NY",36019,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,61,893212,6.8
,"Columbia County, NY",36021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,104,674523,15.4
,"Columbia County, NY",36021,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,48,674523,7.1
,"Columbia County, NY",36021,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,56,674523,8.3
,"Cortland County, NY",36023,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,57,533100,10.7
,"Cortland County, NY",36023,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,25,533100,4.7
,"Cortland County, NY",36023,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,32,533100,6.0
,"Delaware County, NY",36025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,96,505295,19.0
,"Delaware County, NY",36025,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,57,505295,11.3
,"Delaware County, NY",36025,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,39,505295,7.7
,"Dutchess County, NY",36027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,388,3253328,11.9
,"Dutchess County, NY",36027,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,143,3253328,4.4
,"Dutchess County, NY",36027,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,245,3253328,7.5
,"Erie County, NY",36029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1113,10123669,11.0
,"Erie County, NY",36029,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,320,10123669,3.2
,"Erie County, NY",36029,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,793,10123669,7.8
,"Essex County, NY",36031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,62,420565,14.7
,"Essex County, NY",36031,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,29,420565,6.9
,"Essex County, NY",36031,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,33,420565,7.8
,"Franklin County, NY",36033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,72,560360,12.8
,"Franklin County, NY",36033,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,35,560360,6.2
,"Franklin County, NY",36033,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,37,560360,6.6
,"Fulton County, NY",36035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,82,595810,13.8
,"Fulton County, NY",36035,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,41,595810,6.9
,"Fulton County, NY",36035,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,41,595810,6.9
,"Genesee County, NY",36037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,77,645825,11.9
,"Genesee County, NY",36037,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,36,645825,5.6
,"Genesee County, NY",36037,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,41,645825,6.3
,"Greene County, NY",36039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,79,527729,15.0
,"Greene County, NY",36039,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,32,527729,6.1
,"Greene County, NY",36039,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,47,527729,8.9
,"Herkimer County, NY",36043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,90,693162,13.0
,"Herkimer County, NY",36043,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,43,693162,6.2
,"Herkimer County, NY",36043,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,47,693162,6.8
,"Jefferson County, NY",36045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,178,1268520,14.0
,"Jefferson County, NY",36045,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,79,1268520,6.2
,"Jefferson County, NY",36045,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,99,1268520,7.8
,"Kings County, NY",36047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1469,28413245,5.2
,"Kings County, NY",36047,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,194,28413245,0.7
,"Kings County, NY",36047,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,1275,28413245,4.5
,"Lewis County, NY",36049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,54,295055,18.3
,"Lewis County, NY",36049,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,28,295055,9.5
,"Lewis County, NY",36049,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,26,295055,8.8
,"Livingston County, NY",36051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,91,705876,12.9
,"Livingston County, NY",36051,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,51,705876,7.2
,"Livingston County, NY",36051,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,40,705876,5.7
,"Madison County, NY",36053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,101,790297,12.8
,"Madison County, NY",36053,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,45,790297,5.7
,"Madison County, NY",36053,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,56,790297,7.1
,"Monroe County, NY",36055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,813,8207358,9.9
,"Monroe County, NY",36055,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,251,8207358,3.1
,"Monroe County, NY",36055,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,562,8207358,6.8
,"Montgomery County, NY",36057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,545774,12.6
,"Montgomery County, NY",36057,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,34,545774,6.2
,"Montgomery County, NY",36057,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,35,545774,6.4
,"Nassau County, NY",36059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1010,14902939,6.8
,"Nassau County, NY",36059,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,266,14902939,1.8
,"Nassau County, NY",36059,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,744,14902939,5.0
,"New York County, NY",36061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1446,17891713,8.1
,"New York County, NY",36061,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,89,17891713,0.5
,"New York County, NY",36061,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,1357,17891713,7.6
,"Niagara County, NY",36063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,334,2339226,14.3
,"Niagara County, NY",36063,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,140,2339226,6.0
,"Niagara County, NY",36063,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,194,2339226,8.3
,"Oneida County, NY",36065,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,294,2549793,11.5
,"Oneida County, NY",36065,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,127,2549793,5.0
,"Oneida County, NY",36065,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,167,2549793,6.5
,"Onondaga County, NY",36067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,532,5119027,10.4
,"Onondaga County, NY",36067,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,169,5119027,3.3
,"Onondaga County, NY",36067,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,363,5119027,7.1
,"Ontario County, NY",36069,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,165,1202805,13.7
,"Ontario County, NY",36069,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,66,1202805,5.5
,"Ontario County, NY",36069,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,99,1202805,8.2
,"Orange County, NY",36071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,354,4165096,8.5
,"Orange County, NY",36071,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,143,4165096,3.4
,"Orange County, NY",36071,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,211,4165096,5.1
,"Orleans County, NY",36073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,53,457413,11.6
,"Orleans County, NY",36073,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,30,457413,6.6
,"Orleans County, NY",36073,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,23,457413,5.0
,"Oswego County, NY",36075,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,194,1317094,14.7
,"Oswego County, NY",36075,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,72,1317094,5.5
,"Oswego County, NY",36075,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,122,1317094,9.3
,"Otsego County, NY",36077,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,82,667466,12.3
,"Otsego County, NY",36077,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,33,667466,4.9
,"Otsego County, NY",36077,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,49,667466,7.3
,"Putnam County, NY",36079,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,93,1091391,8.5
,"Putnam County, NY",36079,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,36,1091391,3.3
,"Putnam County, NY",36079,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,57,1091391,5.2
,"Queens County, NY",36081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1631,25158467,6.5
,"Queens County, NY",36081,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,194,25158467,0.8
,"Queens County, NY",36081,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,1437,25158467,5.7
,"Rensselaer County, NY",36083,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,190,1754673,10.8
,"Rensselaer County, NY",36083,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,69,1754673,3.9
,"Rensselaer County, NY",36083,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,121,1754673,6.9
,"Richmond County, NY",36085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,354,5213505,6.8
,"Richmond County, NY",36085,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,69,5213505,1.3
,"Richmond County, NY",36085,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,285,5213505,5.5
,"Rockland County, NY",36087,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,230,3548765,6.5
,"Rockland County, NY",36087,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,64,3548765,1.8
,"Rockland County, NY",36087,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,166,3548765,4.7
,"St. Lawrence County, NY",36089,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,130,1212869,10.7
,"St. Lawrence County, NY",36089,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,64,1212869,5.3
,"St. Lawrence County, NY",36089,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,66,1212869,5.4
,"Saratoga County, NY",36091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,298,2484903,12.0
,"Saratoga County, NY",36091,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,113,2484903,4.5
,"Saratoga County, NY",36091,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,185,2484903,7.4
,"Schenectady County, NY",36093,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,172,1706706,10.1
,"Schenectady County, NY",36093,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,57,1706706,3.3
,"Schenectady County, NY",36093,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,115,1706706,6.7
,"Schoharie County, NY",36095,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,49,348131,14.1
,"Schoharie County, NY",36095,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,22,348131,6.3
,"Schoharie County, NY",36095,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,27,348131,7.8
,"Schuyler County, NY",36097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,199846,15.5
,"Schuyler County, NY",36097,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,15,199846,Unreliable
,"Schuyler County, NY",36097,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,16,199846,Unreliable
,"Seneca County, NY",36099,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,49,382462,12.8
,"Seneca County, NY",36099,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,19,382462,Unreliable
,"Seneca County, NY",36099,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,30,382462,7.8
,"Steuben County, NY",36101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,150,1070814,14.0
,"Steuben County, NY",36101,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,76,1070814,7.1
,"Steuben County, NY",36101,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,74,1070814,6.9
,"Suffolk County, NY",36103,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1516,16413235,9.2
,"Suffolk County, NY",36103,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,439,16413235,2.7
,"Suffolk County, NY",36103,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,1077,16413235,6.6
,"Sullivan County, NY",36105,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,129,835743,15.4
,"Sullivan County, NY",36105,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,63,835743,7.5
,"Sullivan County, NY",36105,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,66,835743,7.9
,"Tioga County, NY",36107,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,62,544217,11.4
,"Tioga County, NY",36107,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,34,544217,6.2
,"Tioga County, NY",36107,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,28,544217,5.1
,"Tompkins County, NY",36109,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,129,1134779,11.4
,"Tompkins County, NY",36109,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,32,1134779,2.8
,"Tompkins County, NY",36109,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,97,1134779,8.5
,"Ulster County, NY",36111,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,261,1980848,13.2
,"Ulster County, NY",36111,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,97,1980848,4.9
,"Ulster County, NY",36111,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,164,1980848,8.3
,"Warren County, NY",36113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,92,713138,12.9
,"Warren County, NY",36113,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,47,713138,6.6
,"Warren County, NY",36113,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,45,713138,6.3
,"Washington County, NY",36115,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,98,683437,14.3
,"Washington County, NY",36115,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,49,683437,7.2
,"Washington County, NY",36115,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,49,683437,7.2
,"Wayne County, NY",36117,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,118,1006929,11.7
,"Wayne County, NY",36117,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,51,1006929,5.1
,"Wayne County, NY",36117,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,67,1006929,6.7
,"Westchester County, NY",36119,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,778,10640220,7.3
,"Westchester County, NY",36119,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,169,10640220,1.6
,"Westchester County, NY",36119,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,609,10640220,5.7
,"Wyoming County, NY",36121,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,83,450416,18.4
,"Wyoming County, NY",36121,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,42,450416,9.3
,"Wyoming County, NY",36121,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,41,450416,9.1
,"Yates County, NY",36123,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,275970,12.0
,"Yates County, NY",36123,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,16,275970,Unreliable
