County,Population,Firearm Homicide,Total Homicide,Firearm Suicides,Total Suicides,Poverty %,Poverty % (U18),MedHHInc,PopDen
"Harris County, TX",49236409.0,3421.0,4375.0,2844.0,5085.0,16.4,23.0,"63,539",1042.130651
"Harrison County, IN",437145.0,,13.0,57.0,69.0,8.5,11.5,"66,989",31.64581592
"Harrison County, MS",2200934.0,128.0,177.0,249.0,439.0,18.0,27.9,"54,090",136.3818479
"Harrison County, TX",733205.0,42.0,59.0,79.0,122.0,15.0,20.0,"56,645",28.59227683
"Harrison County, WV",752014.0,23.0,36.0,91.0,148.0,14.6,20.2,"52,026",63.30566415
"Harrisonburg city, VA",573825.0,10.0,12.0,23.0,50.0,25.0,18.3,"50,250",1188.886976
"Hartford County, CT",9839496.0,279.0,406.0,262.0,1019.0,10.6,13.8,"79,958",470.033815
"Harvey County, KS",381403.0,10.0,14.0,24.0,48.0,9.6,11.9,"65,989",24.71813981
"Hawaii County, HI",2147113.0,35.0,69.0,99.0,418.0,14.7,19.8,"67,896",18.94430327
"Hawkins County, TN",623210.0,21.0,27.0,73.0,111.0,16.5,22.7,"49,873",44.71150082
"Hays County, TX",2159079.0,41.0,73.0,155.0,269.0,12.4,12.6,"79,336",116.2599464
"Haywood County, NC",664347.0,16.0,26.0,85.0,132.0,13.7,20.4,"51,817",42.15136875
"Haywood County, TN",196996.0,14.0,17.0,16.0,20.0,21.3,31.4,"42,634",12.87641416
"Hempstead County, AR",242769.0,14.0,19.0,16.0,23.0,21.2,27.8,"41,281",11.68517302
"Henderson County, KY",506112.0,11.0,15.0,59.0,93.0,12.4,17.7,"56,142",40.81079235
"Henderson County, NC",1238804.0,20.0,31.0,159.0,248.0,12.0,18.6,"60,384",117.6382408
"Henderson County, TN",307389.0,11.0,11.0,27.0,46.0,13.6,19.9,"53,282",20.68507097
"Henderson County, TX",883755.0,33.0,42.0,143.0,197.0,15.8,22.7,"50,348",35.55360591
"Hendricks County, IN",1746854.0,19.0,30.0,135.0,237.0,5.3,5.8,"90,298",152.7163239
"Hendry County, FL",436799.0,35.0,50.0,32.0,50.0,21.7,28.3,"48,841",13.3997
"Hennepin County, MN",13417609.0,388.0,536.0,545.0,1507.0,10.0,10.4,"84,220",861.2850078
"Henrico County, VA",3546246.0,160.0,193.0,225.0,427.0,7.0,9.9,"78,888",538.0908406
"Henry County, AL",189656.0,10.0,15.0,23.0,32.0,15.6,24.6,"56,389",11.76966574
"Henry County, GA",2414572.0,142.0,166.0,201.0,308.0,9.5,14.0,"76,577",268.1545574
"Henry County, IL",544975.0,,12.0,27.0,72.0,9.5,12.7,"62,683",23.20555427
"Henry County, IN",536368.0,10.0,18.0,66.0,100.0,15.1,22.8,"52,994",47.76859054
"Henry County, TN",355103.0,16.0,25.0,72.0,114.0,16.4,24.0,"45,980",22.18244473
"Henry County, VA",571931.0,35.0,43.0,91.0,125.0,17.0,24.6,"45,784",52.09423569
"Herkimer County, NY",693162.0,,13.0,43.0,90.0,13.3,19.6,"59,366",17.09745413
"Hernando County, FL",2000994.0,51.0,83.0,238.0,403.0,12.0,18.0,"56,443",149.2023044
"Hertford County, NC",264949.0,27.0,30.0,24.0,30.0,24.5,35.1,"40,461",26.40568695
"Hidalgo County, TX",9188854.0,207.0,315.0,239.0,534.0,28.8,37.6,"44,260",208.7663614
"Highland County, OH",474913.0,10.0,34.0,44.0,82.0,13.9,20.2,"56,772",30.0227579
"Highlands County, FL",1112971.0,46.0,65.0,147.0,255.0,15.1,22.8,"47,820",38.75140638
"Hill County, TX",391060.0,15.0,16.0,56.0,83.0,13.9,21.3,"52,495",14.25411078
"Hillsborough County, FL",14923290.0,583.0,812.0,1045.0,2008.0,14.3,19.5,"65,818",521.0066098
"Hillsborough County, NH",4489651.0,41.0,75.0,366.0,775.0,7.3,9.9,"90,806",181.0770805
"Hinds County, MS",2651248.0,645.0,734.0,165.0,252.0,25.2,34.0,"42,092",107.3264588
"Hocking County, OH",315486.0,12.0,18.0,39.0,63.0,16.5,23.7,"55,814",26.11268645
"Hockley County, TX",254724.0,12.0,17.0,19.0,44.0,16.4,22.8,"51,078",9.844759073
"Hoke County, NC",575570.0,52.0,63.0,44.0,68.0,15.5,21.5,"54,948",52.69099177
"Holmes County, FL",216028.0,,12.0,31.0,49.0,20.0,30.3,"44,139",15.66641222
"Holmes County, MS",199135.0,48.0,57.0,15.0,20.0,37.8,48.3,"28,236",9.222988945
"Honolulu County, HI",10766841.0,63.0,233.0,198.0,1255.0,10.0,11.2,"90,176",634.9517851
"Hood County, TX",617982.0,13.0,18.0,86.0,122.0,10.2,16.1,"68,911",52.22105783
"Hopewell city, VA",247112.0,27.0,41.0,30.0,51.0,20.8,30.8,"47,263",835.5357439
"Hopkins County, KY",505646.0,,11.0,79.0,115.0,18.6,24.4,"49,883",32.52551379
"Hopkins County, TX",397670.0,13.0,19.0,55.0,70.0,14.5,20.6,"56,680",18.23601667
"Horry County, SC",3444884.0,194.0,238.0,379.0,577.0,12.6,19.2,"56,342",109.2951844
"Hot Spring County, AR",367699.0,22.0,30.0,50.0,92.0,17.8,27.0,"51,662",21.03703075
"Houston County, AL",1144938.0,56.0,73.0,113.0,162.0,19.1,27.1,"48,701",69.48209266
"Houston County, GA",1655806.0,58.0,81.0,170.0,239.0,11.6,16.3,"71,609",155.7337104
"Houston County, TX",253561.0,11.0,14.0,30.0,46.0,19.8,28.8,"45,603",7.199788203
"Howard County, AR",148298.0,,11.0,18.0,23.0,17.9,26.5,"42,733",8.78324092
"Howard County, IN",909272.0,30.0,48.0,71.0,138.0,11.9,16.5,"56,268",108.5658021
"Howard County, MD",3422367.0,47.0,83.0,88.0,280.0,6.2,7.4,"131,412",485.1603249
"Howard County, TX",397957.0,22.0,29.0,49.0,82.0,16.9,19.4,"55,842",15.71641016
"Howell County, MO",443145.0,14.0,28.0,78.0,113.0,18.4,25.0,"45,132",16.6982967
"Hubbard County, MN",229306.0,,12.0,22.0,38.0,10.2,14.7,"65,557",8.698506431
"Hudson County, NJ",7321769.0,174.0,291.0,79.0,484.0,15.9,23.3,"79,159",5589.05695
"Hughes County, OK",149654.0,11.0,18.0,23.0,36.0,21.4,27.2,"39,603",6.458634327
"Humboldt County, CA",1489548.0,56.0,97.0,160.0,366.0,19.4,23.8,"53,924",14.69107797
"Humboldt County, NV",186219.0,,12.0,40.0,58.0,10.6,14.1,"77,018",0.67698502
"Humphreys County, MS",95211.0,12.0,15.0,,,33.3,47.6,"30,555",7.877689387
"Humphreys County, TN",202285.0,,11.0,32.0,43.0,12.1,19.3,"55,298",13.32539223
"Hunt County, TX",1005963.0,33.0,50.0,108.0,162.0,13.8,17.6,"58,326",42.3401085
"Hunterdon County, NJ",1384859.0,,10.0,55.0,153.0,4.1,4.1,"122,095",112.8552591
"Huron County, OH",646156.0,,13.0,59.0,105.0,11.2,16.8,"62,153",45.92191061
"Hutchinson County, TX",237229.0,,14.0,27.0,45.0,12.6,17.5,"56,646",9.385191216
"Iberia Parish, LA",797744.0,67.0,88.0,64.0,102.0,24.0,37.7,"47,391",48.88778944
"Iberville Parish, LA",362883.0,28.0,32.0,21.0,34.0,22.5,27.8,"47,942",20.56865747
"Imperial County, CA",1971421.0,35.0,65.0,59.0,145.0,17.3,21.6,"50,970",16.65999073
"Independence County, AR",409473.0,13.0,20.0,52.0,73.0,18.9,22.3,"48,957",18.83321817
"Indian River County, FL",1637957.0,51.0,75.0,166.0,290.0,11.7,19.3,"61,351",115.9449839
"Indiana County, PA",952368.0,14.0,25.0,76.0,132.0,13.7,18.2,"51,887",40.01371619
"Ingham County, MI",3151119.0,99.0,155.0,174.0,390.0,15.8,16.5,"57,733",201.0352465
"Ionia County, MI",706398.0,,14.0,58.0,107.0,11.5,15.2,"64,641",43.37072155
"Iredell County, NC",1879043.0,41.0,60.0,161.0,270.0,9.5,12.8,"69,734",116.0105487
"Iron County, UT",547436.0,,16.0,71.0,117.0,13.3,14.5,"61,421",5.820339547
"Island County, WA",896733.0,,14.0,90.0,159.0,8.1,9.9,"76,729",151.16567
"Isle of Wight County, VA",398937.0,11.0,14.0,41.0,61.0,8.2,11.4,"86,286",44.48767262
"Itawamba County, MS",257848.0,,10.0,29.0,39.0,13.1,18.1,"51,454",17.01531858
"Jackson County, AL",576563.0,17.0,23.0,100.0,127.0,18.9,27.0,"46,998",18.65848284
"Jackson County, AR",190472.0,14.0,19.0,19.0,36.0,22.5,29.5,"37,815",10.49119353
"Jackson County, FL",531691.0,31.0,44.0,43.0,83.0,20.6,26.9,"42,721",20.38294824
"Jackson County, GA",720319.0,14.0,17.0,97.0,140.0,11.9,13.3,"72,486",74.74438404
"Jackson County, IL",647505.0,13.0,16.0,47.0,81.0,22.3,27.9,"43,334",38.70528382
"Jackson County, IN",480126.0,,13.0,39.0,77.0,14.2,16.7,"61,943",33.26551785
"Jackson County, KY",147246.0,12.0,15.0,21.0,25.0,25.2,36.1,"36,997",14.95775337
"Jackson County, MI",1751262.0,55.0,86.0,149.0,276.0,11.9,17.8,"58,637",87.41753194
"Jackson County, MO",7578644.0,1252.0,1443.0,704.0,1374.0,13.1,17.3,"63,282",441.9796225
"Jackson County, MS",1556968.0,64.0,88.0,163.0,252.0,14.7,19.6,"57,664",75.86074194
"Jackson County, NC",460681.0,13.0,16.0,46.0,77.0,18.7,22.5,"50,652",33.21533826
"Jackson County, OH",359736.0,11.0,15.0,55.0,76.0,17.7,24.6,"48,745",29.87693554
"Jackson County, OK",281196.0,,13.0,25.0,46.0,14.9,20.6,"55,293",12.21056252
"Jackson County, OR",2342197.0,47.0,75.0,329.0,587.0,13.5,15.5,"63,308",29.72381076
"Jackson County, WV",319090.0,10.0,13.0,30.0,43.0,15.4,21.6,"58,606",24.12771551
"Jackson Parish, LA",175651.0,10.0,10.0,17.0,22.0,20.4,28.5,"45,481",10.80317751
"James City County, VA",800882.0,14.0,19.0,53.0,103.0,7.0,10.3,"92,270",201.1067399
"Jasper County, IN",367936.0,,12.0,34.0,52.0,8.7,12.2,"74,336",23.07748838
"Jasper County, MO",1306574.0,33.0,54.0,151.0,269.0,16.8,19.3,"51,936",72.10268318
"Jasper County, MS",182305.0,10.0,15.0,20.0,22.0,16.7,27.5,"43,527",9.437315628
"Jasper County, SC",304983.0,56.0,65.0,26.0,44.0,16.1,28.0,"54,099",16.44212272
"Jasper County, TX",392621.0,11.0,19.0,49.0,66.0,23.8,32.2,"50,038",14.60405643
"Jeff Davis County, GA",165428.0,,10.0,15.0,20.0,19.4,29.9,"42,192",17.49091774
"Jefferson County, AL",7249978.0,1192.0,1390.0,635.0,961.0,16.9,23.6,"55,210",229.2513381
"Jefferson County, AR",784903.0,190.0,216.0,72.0,110.0,20.3,28.8,"46,100",31.2545148
"Jefferson County, CO",6188457.0,91.0,152.0,579.0,1207.0,7.3,8.0,"94,401",288.1670164
"Jefferson County, GA",176358.0,,13.0,18.0,22.0,20.3,31.5,"42,461",11.56507965
"Jefferson County, IL",421169.0,11.0,18.0,31.0,68.0,15.3,19.2,"53,294",25.79999368
"Jefferson County, KY",8360547.0,822.0,989.0,731.0,1347.0,14.5,19.2,"60,636",778.0698343
"Jefferson County, MO",2450665.0,51.0,78.0,337.0,537.0,8.7,11.0,"68,959",131.327441
"Jefferson County, MS",81356.0,11.0,13.0,,,31.7,43.9,"32,234",5.45513727
"Jefferson County, NY",1268520.0,,24.0,79.0,178.0,12.4,17.6,"59,430",34.82996277
"Jefferson County, OH",739025.0,35.0,43.0,97.0,132.0,17.2,23.7,"50,442",63.27687522
"Jefferson County, OR",251787.0,14.0,22.0,24.0,53.0,15.9,22.6,"59,317",5.013675055
"Jefferson County, TN",584457.0,11.0,20.0,58.0,95.0,14.7,21.2,"50,969",74.77965723
"Jefferson County, TX",2783460.0,219.0,295.0,210.0,373.0,19.2,27.0,"55,575",112.4375645
"Jefferson County, WV",613644.0,12.0,17.0,52.0,82.0,9.7,10.9,"85,277",103.6373274
"Jefferson Davis County, MS",128023.0,29.0,31.0,15.0,19.0,25.2,39.9,"34,876",10.86616101
"Jefferson Davis Parish, LA",345985.0,29.0,41.0,28.0,40.0,17.2,23.5,"48,709",18.65235746
"Jefferson Parish, LA",4780075.0,584.0,679.0,382.0,653.0,17.5,24.9,"56,080",568.4608792
"Jessamine County, KY",568040.0,17.0,21.0,53.0,75.0,13.8,18.1,"61,652",117.5630452
"Jim Wells County, TX",452122.0,26.0,40.0,36.0,73.0,21.4,29.3,"43,852",18.38288464
"Johnson County, AR",287736.0,,14.0,27.0,50.0,18.1,23.3,"43,003",15.38292036
"Johnson County, IA",1577827.0,11.0,17.0,62.0,174.0,14.7,10.4,"68,664",92.59088846
"Johnson County, IN",1648085.0,24.0,37.0,128.0,213.0,7.5,9.4,"79,914",182.6191346
"Johnson County, KS",6361252.0,93.0,129.0,446.0,947.0,5.9,5.3,"93,220",477.3188482
"Johnson County, KY",252169.0,11.0,15.0,34.0,39.0,24.2,29.5,"41,013",33.66765309
"Johnson County, MO",593088.0,14.0,16.0,65.0,99.0,11.7,13.3,"59,146",24.99754762
"Johnson County, TX",1786590.0,34.0,55.0,180.0,268.0,9.8,12.8,"76,226",87.08339862
"Johnston County, NC",2077879.0,62.0,86.0,155.0,262.0,11.8,15.2,"69,889",93.28731529
"Johnston County, OK",121177.0,,13.0,27.0,35.0,20.9,26.8,"47,039",6.630386843
"Jones County, GA",314843.0,,11.0,41.0,54.0,12.5,17.5,"61,509",27.98010351
"Jones County, MS",750378.0,38.0,51.0,80.0,112.0,18.8,25.6,"44,670",38.03942488
"Jones County, TX",219853.0,,10.0,32.0,56.0,19.7,22.0,"52,288",8.270735221
"Josephine County, OR",935469.0,37.0,51.0,173.0,262.0,16.8,23.6,"49,833",20.14121644
"Juneau Borough, AK",354315.0,,14.0,38.0,67.0,7.6,8.9,"89,922",4.616610188
"Kalamazoo County, MI",2853354.0,83.0,127.0,170.0,375.0,14.1,14.6,"62,476",179.6764763
"Kanawha County, WV",2051752.0,119.0,171.0,267.0,446.0,15.9,20.6,"55,069",79.52584488
"Kane County, IL",5803834.0,101.0,146.0,169.0,501.0,8.6,12.1,"90,941",394.6365022
"Kankakee County, IL",1222654.0,59.0,85.0,49.0,129.0,13.4,17.5,"63,880",63.38660191
"Kauai County, HI",775413.0,,16.0,38.0,149.0,11.2,13.9,"76,719",44.45801384
"Kaufman County, TX",1299162.0,58.0,66.0,124.0,189.0,8.9,12.0,"73,660",58.80985742
"Kay County, OK",495489.0,16.0,28.0,67.0,117.0,15.8,23.4,"50,034",18.84251977
"Kenai Peninsula Borough, AK",635054.0,18.0,24.0,122.0,176.0,11.5,13.8,"71,111",1.402885307
"Kendall County, IL",1351981.0,24.0,32.0,39.0,124.0,4.9,6.1,"100,483",150.2481058
"Kendall County, TX",449338.0,,12.0,47.0,68.0,6.8,9.2,"102,832",24.46863361
"Kennebec County, ME",1337925.0,13.0,25.0,128.0,234.0,11.3,12.8,"60,449",54.09850381
"Kenosha County, WI",1851143.0,36.0,60.0,115.0,269.0,10.7,13.9,"71,051",239.067524
"Kent County, DE",1904336.0,65.0,97.0,117.0,247.0,12.2,17.5,"64,670",115.2242931
"Kent County, MI",6973059.0,174.0,253.0,294.0,742.0,9.9,12.7,"71,933",292.8105753
"Kent County, RI",1812673.0,11.0,16.0,61.0,227.0,8.1,9.9,"74,282",375.3431064
"Kenton County, KY",1805265.0,43.0,61.0,138.0,255.0,12.6,16.8,"70,693",396.7181937
"Kern County, CA",9644623.0,674.0,948.0,537.0,1230.0,18.5,25.3,"57,926",41.92545231
"Kerr County, TX",561762.0,,25.0,94.0,138.0,12.4,20.1,"60,834",17.97486233
"Kershaw County, SC",704341.0,24.0,33.0,82.0,125.0,14.0,19.7,"54,900",34.20633477
"King County, WA",23248831.0,465.0,678.0,1190.0,2939.0,9.3,10.4,"110,351",394.8557332
"Kings County, CA",1667189.0,55.0,101.0,60.0,178.0,17.7,22.6,"60,810",41.67726795
"Kings County, NY",28413245.0,1080.0,1623.0,194.0,1469.0,19.2,25.8,"66,943",14475.02544
"Kitsap County, WA",2874329.0,27.0,61.0,249.0,480.0,8.7,9.8,"86,826",256.478252
"Kittitas County, WA",487346.0,,10.0,47.0,83.0,14.4,13.2,"62,721",7.533642585
"Klamath County, OR",733980.0,32.0,44.0,137.0,210.0,19.1,23.9,"49,660",4.308182939
"Kleberg County, TX",347355.0,,17.0,14.0,25.0,24.6,32.0,"49,226",13.76736154
"Knott County, KY",171599.0,12.0,14.0,31.0,36.0,32.0,39.0,"34,051",17.03924339
"Knox County, IL",564111.0,,13.0,36.0,91.0,14.7,20.0,"47,559",27.48428763
"Knox County, IN",414144.0,11.0,14.0,39.0,70.0,15.0,19.0,"56,564",27.99003863
"Knox County, KY",347209.0,15.0,23.0,33.0,47.0,35.1,42.2,"32,646",31.45054702
"Knox County, OH",674652.0,12.0,21.0,48.0,79.0,12.5,16.7,"61,642",44.97621412
"Knox County, TN",4984259.0,209.0,277.0,480.0,831.0,12.1,12.6,"64,817",346.4944717
"Kootenai County, ID",1673698.0,21.0,37.0,215.0,362.0,9.5,10.7,"68,043",47.91421073
"Kosciusko County, IN",863536.0,,15.0,70.0,107.0,9.4,12.3,"66,525",57.25465489
"La Crosse County, WI",1290751.0,12.0,23.0,91.0,218.0,12.1,11.0,"62,302",100.7198938
"La Paz County, AZ",226500.0,10.0,26.0,57.0,69.0,20.3,31.2,"44,330",1.776302238
"La Plata County, CO",597920.0,14.0,23.0,79.0,129.0,10.1,12.1,"74,774",12.59013432
"La Porte County, IN",1217298.0,37.0,58.0,121.0,207.0,12.2,18.7,"62,620",71.34668635
"La Salle County, IL",1221551.0,,19.0,68.0,202.0,13.2,19.4,"64,447",37.54987471
"Labette County, KS",226838.0,,11.0,28.0,43.0,16.9,20.7,"49,185",12.18442316
"Lackawanna County, PA",2333185.0,19.0,45.0,204.0,389.0,13.7,19.2,"61,227",177.9591753
"Laclede County, MO",391467.0,11.0,20.0,57.0,88.0,15.7,21.7,"46,405",17.92770478
"Lafayette County, MO",361573.0,,11.0,35.0,60.0,10.5,14.9,"68,142",20.02231721
"Lafayette County, MS",574110.0,19.0,26.0,41.0,58.0,16.5,16.0,"52,428",32.67504104
"Lafayette Parish, LA",2597183.0,157.0,192.0,253.0,361.0,17.7,26.3,"59,062",344.9383309
"Lafourche Parish, LA",1073555.0,53.0,68.0,118.0,185.0,15.7,20.8,"58,740",35.4943687
"Lake County, CA",707215.0,43.0,67.0,96.0,199.0,16.5,25.0,"55,801",19.71137641
"Lake County, FL",3631374.0,110.0,147.0,402.0,662.0,10.0,15.9,"64,662",136.1988861
"Lake County, IL",7721446.0,124.0,218.0,259.0,756.0,8.5,10.2,"95,895",611.9473932
"Lake County, IN",5383656.0,683.0,837.0,372.0,686.0,13.9,20.0,"61,468",376.8351487
"Lake County, MT",325977.0,,20.0,68.0,105.0,17.2,20.6,"50,978",7.712890069
"Lake County, OH",2526803.0,23.0,52.0,194.0,391.0,7.0,10.6,"74,208",387.4186669
"Lamar County, MS",662627.0,29.0,41.0,60.0,86.0,11.8,17.6,"65,261",47.59319855
"Lamar County, TX",546937.0,25.0,33.0,64.0,100.0,17.0,25.2,"50,787",21.08113447
"Lamb County, TX",148132.0,,10.0,12.0,21.0,19.1,26.3,"48,981",5.038949878
"Lancaster County, NE",3354920.0,45.0,67.0,192.0,424.0,12.0,11.8,"65,436",142.9473945
"Lancaster County, PA",5886282.0,73.0,121.0,341.0,648.0,8.8,10.8,"75,619",220.2186681
"Lancaster County, SC",959571.0,79.0,103.0,92.0,136.0,11.8,17.3,"68,993",62.96831369
"Lane County, OR",4026048.0,54.0,114.0,486.0,891.0,14.4,14.8,"61,509",31.25707027
"Laramie County, WY",1063754.0,27.0,37.0,164.0,281.0,9.9,11.7,"63,134",14.04356168
"Larimer County, CO",3641143.0,32.0,54.0,396.0,771.0,11.2,10.6,"78,681",50.29906087
"Las Animas County, CO",159815.0,,14.0,35.0,52.0,21.0,29.0,"42,708",1.146996368
"Lassen County, CA",351434.0,,24.0,41.0,84.0,18.8,20.2,"56,923",2.651421461
"Lauderdale County, AL",1019861.0,39.0,55.0,96.0,146.0,16.2,22.8,"52,222",53.51282236
"Lauderdale County, MS",856576.0,111.0,141.0,60.0,89.0,22.8,31.1,"44,492",42.42785064
"Lauderdale County, TN",294350.0,25.0,31.0,28.0,45.0,21.5,29.3,"42,280",21.51278869
"Laurel County, KY",660482.0,34.0,45.0,82.0,109.0,19.5,26.7,"48,950",53.53987233
"Laurens County, GA",525234.0,45.0,53.0,50.0,71.0,21.9,30.7,"47,905",22.6783855
"Laurens County, SC",734668.0,37.0,50.0,95.0,136.0,18.5,25.0,"53,130",36.08632214
"Lawrence County, AL",367504.0,14.0,18.0,58.0,78.0,13.9,23.0,"55,555",18.54305046
"Lawrence County, MO",421853.0,,10.0,50.0,69.0,14.6,20.0,"51,385",24.06788678
"Lawrence County, MS",138718.0,13.0,15.0,15.0,20.0,19.3,27.2,"45,844",11.32278836
"Lawrence County, OH",671238.0,20.0,30.0,69.0,96.0,17.2,22.4,"49,916",51.6272581
"Lawrence County, PA",968842.0,40.0,52.0,104.0,159.0,12.2,18.5,"58,307",94.19382999
"Lawrence County, TN",471683.0,18.0,24.0,63.0,91.0,13.6,19.7,"49,794",26.86334744
"Le Flore County, OK",549397.0,24.0,36.0,77.0,112.0,23.5,31.0,"42,198",12.12495101
"Lea County, NM",756748.0,59.0,82.0,71.0,127.0,18.8,23.3,"51,749",6.165546329
"Leake County, MS",253644.0,28.0,32.0,23.0,35.0,21.1,37.1,"42,938",15.14873331
"Leavenworth County, KS",874094.0,26.0,36.0,85.0,158.0,8.7,8.7,"81,325",66.68979644
"Lebanon County, PA",1515429.0,24.0,30.0,121.0,205.0,9.0,12.3,"71,826",147.9865105
"Lee County, AL",1709062.0,111.0,130.0,141.0,209.0,18.0,18.4,"54,188",101.2278644
"Lee County, AR",105332.0,13.0,20.0,,22.0,34.9,45.4,"29,714",6.021341533
"Lee County, FL",7715501.0,324.0,420.0,674.0,1315.0,12.2,18.1,"66,426",354.8307687
"Lee County, GA",321880.0,,11.0,47.0,64.0,9.8,14.8,"76,546",31.84009173
"Lee County, IA",383259.0,,10.0,37.0,75.0,14.1,18.2,"56,001",25.76824008
"Lee County, KY",79870.0,,12.0,13.0,15.0,33.5,43.9,"29,143",12.48007927
"Lee County, MS",934412.0,73.0,82.0,63.0,100.0,15.2,21.5,"57,597",72.86541382
"Lee County, NC",661551.0,46.0,59.0,56.0,79.0,15.1,20.6,"56,679",91.01472262
"Lee County, SC",197092.0,19.0,26.0,19.0,28.0,25.9,34.0,"39,125",16.57234354
"Lee County, VA",269224.0,,15.0,41.0,55.0,25.1,33.9,"38,529",21.4025546
"Leflore County, MS",333189.0,74.0,88.0,20.0,26.0,35.6,47.9,"31,091",19.37028134
"Lehigh County, PA",3969150.0,100.0,157.0,280.0,592.0,11.1,15.6,"68,688",405.5747841
"Lenawee County, MI",1086779.0,11.0,23.0,75.0,148.0,11.1,15.4,"62,050",50.7194931
"Lenoir County, NC",635401.0,62.0,77.0,48.0,77.0,21.1,30.1,"44,244",55.36507148
"Leon County, FL",3148990.0,136.0,189.0,236.0,387.0,16.2,16.1,"57,246",166.8139264
"Leon County, TX",187918.0,,11.0,26.0,42.0,16.3,23.8,"51,582",6.151550137
"Leslie County, KY",116890.0,10.0,11.0,16.0,20.0,29.8,36.3,"32,682",10.08662946
"Letcher County, KY",252795.0,13.0,15.0,41.0,49.0,29.1,37.3,"34,897",25.90845342
"Levy County, FL",444874.0,12.0,21.0,61.0,98.0,18.8,32.8,"45,494",13.79768236
"Lewis County, TN",132576.0,,11.0,34.0,43.0,14.7,22.0,"50,422",16.36430177
"Lewis County, WA",850754.0,20.0,32.0,101.0,163.0,13.5,16.6,"63,828",12.36463646
"Lewis County, WV",178744.0,,10.0,28.0,37.0,17.9,24.2,"47,275",16.24122175
"Lewis and Clark County, MT",733617.0,13.0,20.0,110.0,168.0,9.0,11.2,"67,702",7.488642018
"Lexington County, SC",3107965.0,133.0,188.0,339.0,520.0,11.1,14.3,"65,016",158.1527621
"Liberty County, GA",696067.0,44.0,63.0,71.0,123.0,18.1,25.4,"50,696",46.43059823
"Liberty County, TX",894549.0,45.0,57.0,100.0,155.0,15.6,22.0,"57,174",27.28547422
"Licking County, OH",1885989.0,37.0,55.0,170.0,303.0,11.0,15.5,"72,936",97.47807618
"Limestone County, AL",1011572.0,43.0,53.0,97.0,138.0,9.9,11.8,"69,207",64.16149688
"Limestone County, TX",258064.0,,13.0,40.0,50.0,16.8,24.5,"50,381",10.02749114
"Lincoln County, AR",150764.0,,16.0,10.0,20.0,22.6,25.1,"45,435",9.416005919
"Lincoln County, KY",269699.0,,14.0,27.0,48.0,19.3,24.4,"44,399",28.37157269
"Lincoln County, MO",610069.0,11.0,22.0,91.0,129.0,9.3,12.1,"76,182",34.2392392
"Lincoln County, MS",380056.0,52.0,62.0,41.0,57.0,17.7,25.5,"45,609",22.6813684
"Lincoln County, MT",215197.0,,12.0,57.0,72.0,16.8,27.5,"48,156",2.068965945
"Lincoln County, NC",898663.0,16.0,28.0,83.0,133.0,8.8,12.3,"73,319",106.2885681
"Lincoln County, NM",218382.0,,13.0,51.0,64.0,18.4,29.9,"50,472",1.556999256
"Lincoln County, OK",381742.0,17.0,27.0,50.0,70.0,15.8,20.0,"51,525",14.13096671
"Lincoln County, OR",524571.0,10.0,15.0,91.0,172.0,15.2,22.1,"52,751",18.85655988
"Lincoln County, TN",371727.0,,14.0,40.0,78.0,14.6,21.1,"52,018",22.82119849
"Lincoln Parish, LA",519328.0,19.0,27.0,36.0,53.0,25.4,26.5,"40,384",38.75901342
"Linn County, IA",2420419.0,50.0,79.0,161.0,371.0,9.7,10.8,"70,464",119.5965626
"Linn County, OR",1347856.0,19.0,36.0,126.0,253.0,12.1,14.5,"64,834",20.74232448
"Litchfield County, CT",2027568.0,16.0,29.0,103.0,282.0,8.6,10.1,"84,689",76.77098216
"Livingston County, IL",409109.0,14.0,15.0,20.0,56.0,11.7,15.2,"61,569",13.43849744
"Livingston County, MI",2056711.0,,18.0,152.0,309.0,5.2,5.7,"92,357",128.7462614
"Livingston Parish, LA",1500270.0,70.0,95.0,189.0,271.0,12.0,16.3,"71,605",82.27008668
"Logan County, AR",240507.0,,11.0,32.0,59.0,15.4,21.5,"45,558",11.86296384
"Logan County, CO",244695.0,,15.0,30.0,48.0,16.4,18.1,"53,234",4.554648651
"Logan County, KY",296086.0,,10.0,33.0,45.0,16.6,24.7,"53,519",18.77258386
"Logan County, OH",500240.0,,14.0,42.0,93.0,10.1,15.0,"65,499",38.1576236
"Logan County, OK",501158.0,11.0,22.0,53.0,85.0,13.1,15.1,"68,955",23.90007388
"Logan County, WV",378349.0,19.0,31.0,38.0,68.0,23.5,30.2,"40,394",28.7616404
"Lonoke County, AR",787504.0,24.0,38.0,85.0,142.0,11.0,14.6,"64,633",36.16397177
"Lorain County, OH",3362393.0,92.0,128.0,232.0,498.0,12.8,19.9,"63,348",241.0812951
"Los Angeles County, CA",110363608.0,4898.0,6519.0,3132.0,9172.0,14.1,18.4,"77,356",960.7427779
"Loudon County, TN",565573.0,10.0,12.0,41.0,86.0,9.6,15.5,"72,378",86.91306118
"Loudoun County, VA",4090169.0,20.0,33.0,201.0,414.0,3.6,3.7,"153,716",288.317756
"Louisa County, VA",386470.0,17.0,17.0,48.0,64.0,10.0,14.1,"68,838",27.53357204
"Lowndes County, AL",114819.0,29.0,33.0,11.0,12.0,28.3,43.0,"36,993",5.520435979
"Lowndes County, GA",1257086.0,62.0,85.0,91.0,144.0,24.4,33.3,"46,565",88.98728352
