State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Percent, All Ages",Median Household Income
19,083,IA,Hardin County,9.7,"58,126"
21,093,KY,Hardin County,11.7,"61,224"
39,065,OH,Hardin County,16.9,"53,940"
47,071,TN,Hardin County,17.6,"50,309"
48,199,TX,Hardin County,9.7,"67,183"
35,021,NM,Harding County,17.4,"44,080"
46,063,SD,Harding County,11.5,"58,187"
54,031,WV,Hardy County,17.5,"51,591"
24,025,MD,Harford County,7.6,"95,951"
21,095,KY,Harlan County,33.2,"31,116"
31,083,NE,Harlan County,9.7,"58,928"
40,057,OK,Harmon County,27.8,"38,826"
37,085,NC,Harnett County,13.3,"61,701"
41,025,OR,Harney County,16.2,"50,113"
20,077,KS,Harper County,16.3,"49,103"
40,059,OK,Harper County,11.4,"58,116"
13,145,GA,Harris County,8.2,"80,911"
48,201,TX,Harris County,16.4,"63,539"
18,061,IN,Harrison County,8.5,"66,989"
19,085,IA,Harrison County,10.4,"67,433"
21,097,KY,Harrison County,14.1,"58,535"
28,047,MS,Harrison County,18.0,"54,090"
29,081,MO,Harrison County,15.1,"47,536"
39,067,OH,Harrison County,14.1,"50,691"
48,203,TX,Harrison County,15.0,"56,645"
54,033,WV,Harrison County,14.6,"52,026"
51,660,VA,Harrisonburg city,25.0,"50,250"
13,147,GA,Hart County,15.8,"59,149"
21,099,KY,Hart County,20.4,"50,074"
09,003,CT,Hartford County,10.6,"79,958"
48,205,TX,Hartley County,10.4,"71,332"
20,079,KS,Harvey County,9.6,"65,989"
20,081,KS,Haskell County,9.5,"66,245"
40,061,OK,Haskell County,21.5,"36,954"
48,207,TX,Haskell County,20.6,"43,546"
15,000,HI,Hawaii,10.9,"85,547"
15,001,HI,Hawaii County,14.7,"67,896"
47,073,TN,Hawkins County,16.5,"49,873"
31,085,NE,Hayes County,14.0,"57,060"
48,209,TX,Hays County,12.4,"79,336"
37,087,NC,Haywood County,13.7,"51,817"
47,075,TN,Haywood County,21.3,"42,634"
13,149,GA,Heard County,17.2,"50,379"
48,211,TX,Hemphill County,10.2,"65,387"
05,057,AR,Hempstead County,21.2,"41,281"
17,071,IL,Henderson County,12.3,"59,415"
21,101,KY,Henderson County,12.4,"56,142"
37,089,NC,Henderson County,12.0,"60,384"
47,077,TN,Henderson County,13.6,"53,282"
48,213,TX,Henderson County,15.8,"50,348"
18,063,IN,Hendricks County,5.3,"90,298"
12,051,FL,Hendry County,21.7,"48,841"
27,053,MN,Hennepin County,10.0,"84,220"
51,087,VA,Henrico County,7.0,"78,888"
01,067,AL,Henry County,15.6,"56,389"
13,151,GA,Henry County,9.5,"76,577"
17,073,IL,Henry County,9.5,"62,683"
18,065,IN,Henry County,15.1,"52,994"
19,087,IA,Henry County,12.2,"61,112"
21,103,KY,Henry County,14.0,"56,593"
29,083,MO,Henry County,14.5,"48,263"
39,069,OH,Henry County,8.9,"69,634"
47,079,TN,Henry County,16.4,"45,980"
51,089,VA,Henry County,17.0,"45,784"
36,043,NY,Herkimer County,13.3,"59,366"
12,053,FL,Hernando County,12.0,"56,443"
37,091,NC,Hertford County,24.5,"40,461"
38,041,ND,Hettinger County,14.4,"54,282"
21,105,KY,Hickman County,18.6,"49,328"
47,081,TN,Hickman County,16.3,"50,345"
29,085,MO,Hickory County,18.1,"40,224"
35,023,NM,Hidalgo County,24.1,"40,226"
48,215,TX,Hidalgo County,28.8,"44,260"
39,071,OH,Highland County,13.9,"56,772"
51,091,VA,Highland County,13.1,"48,972"
12,055,FL,Highlands County,15.1,"47,820"
30,041,MT,Hill County,16.9,"54,377"
48,217,TX,Hill County,13.9,"52,495"
12,057,FL,Hillsborough County,14.3,"65,818"
33,011,NH,Hillsborough County,7.3,"90,806"
26,059,MI,Hillsdale County,14.4,"54,863"
28,049,MS,Hinds County,25.2,"42,092"
08,053,CO,Hinsdale County,7.6,"66,213"
31,087,NE,Hitchcock County,13.2,"50,300"
39,073,OH,Hocking County,16.5,"55,814"
48,219,TX,Hockley County,16.4,"51,078"
20,083,KS,Hodgeman County,9.6,"65,042"
37,093,NC,Hoke County,15.5,"54,948"
12,059,FL,Holmes County,20.0,"44,139"
28,051,MS,Holmes County,37.8,"28,236"
39,075,OH,Holmes County,10.1,"70,027"
29,087,MO,Holt County,13.9,"54,322"
31,089,NE,Holt County,10.9,"61,415"
15,003,HI,Honolulu County,10.0,"90,176"
48,221,TX,Hood County,10.2,"68,911"
41,027,OR,Hood River County,10.9,"70,850"
31,091,NE,Hooker County,7.0,"52,254"
02,105,AK,Hoonah-Angoon Census Area,17.0,"56,555"
51,670,VA,Hopewell city,20.8,"47,263"
21,107,KY,Hopkins County,18.6,"49,883"
48,223,TX,Hopkins County,14.5,"56,680"
45,051,SC,Horry County,12.6,"56,342"
05,059,AR,Hot Spring County,17.8,"51,662"
56,017,WY,Hot Springs County,13.1,"54,680"
26,061,MI,Houghton County,14.1,"52,585"
01,069,AL,Houston County,19.1,"48,701"
13,153,GA,Houston County,11.6,"71,609"
27,055,MN,Houston County,7.4,"70,325"
47,083,TN,Houston County,15.3,"48,788"
48,225,TX,Houston County,19.8,"45,603"
05,061,AR,Howard County,17.9,"42,733"
18,067,IN,Howard County,11.9,"56,268"
19,089,IA,Howard County,9.9,"58,857"
24,027,MD,Howard County,6.2,"131,412"
29,089,MO,Howard County,12.2,"55,699"
31,093,NE,Howard County,8.1,"70,906"
48,227,TX,Howard County,16.9,"55,842"
29,091,MO,Howell County,18.4,"45,132"
27,057,MN,Hubbard County,10.2,"65,557"
34,017,NJ,Hudson County,15.9,"79,159"
48,229,TX,Hudspeth County,24.0,"38,904"
08,055,CO,Huerfano County,18.6,"46,798"
40,063,OK,Hughes County,21.4,"39,603"
46,065,SD,Hughes County,9.8,"72,724"
06,023,CA,Humboldt County,19.4,"53,924"
19,091,IA,Humboldt County,10.0,"69,252"
32,013,NV,Humboldt County,10.6,"77,018"
28,053,MS,Humphreys County,33.3,"30,555"
47,085,TN,Humphreys County,12.1,"55,298"
48,231,TX,Hunt County,13.8,"58,326"
34,019,NJ,Hunterdon County,4.1,"122,095"
42,061,PA,Huntingdon County,13.9,"54,516"
18,069,IN,Huntington County,10.6,"55,546"
26,063,MI,Huron County,11.8,"51,767"
39,077,OH,Huron County,11.2,"62,153"
46,067,SD,Hutchinson County,12.8,"60,502"
48,233,TX,Hutchinson County,12.6,"56,646"
37,095,NC,Hyde County,21.0,"44,880"
46,069,SD,Hyde County,11.3,"60,715"
22,045,LA,Iberia Parish,24.0,"47,391"
22,047,LA,Iberville Parish,22.5,"47,942"
19,093,IA,Ida County,10.7,"58,792"
16,000,ID,Idaho,10.8,"66,318"
16,049,ID,Idaho County,13.5,"51,056"
17,000,IL,Illinois,12.1,"72,215"
06,025,CA,Imperial County,17.3,"50,970"
05,063,AR,Independence County,18.9,"48,957"
12,061,FL,Indian River County,11.7,"61,351"
18,000,IN,Indiana,12.1,"62,723"
42,063,PA,Indiana County,13.7,"51,887"
26,065,MI,Ingham County,15.8,"57,733"
06,027,CA,Inyo County,12.8,"62,381"
26,067,MI,Ionia County,11.5,"64,641"
26,069,MI,Iosco County,14.5,"47,401"
19,000,IA,Iowa,11.0,"65,645"
19,095,IA,Iowa County,7.7,"66,613"
55,049,WI,Iowa County,7.5,"73,294"
37,097,NC,Iredell County,9.5,"69,734"
48,235,TX,Irion County,8.8,"69,966"
26,071,MI,Iron County,15.4,"48,920"
29,093,MO,Iron County,18.6,"44,817"
49,021,UT,Iron County,13.3,"61,421"
55,051,WI,Iron County,12.2,"50,731"
17,075,IL,Iroquois County,10.6,"60,736"
13,155,GA,Irwin County,21.4,"44,540"
26,073,MI,Isabella County,18.1,"47,999"
27,059,MN,Isanti County,8.5,"74,481"
53,029,WA,Island County,8.1,"76,729"
51,093,VA,Isle of Wight County,8.2,"86,286"
28,055,MS,Issaquena County,43.9,"29,050"
27,061,MN,Itasca County,12.2,"59,138"
28,057,MS,Itawamba County,13.1,"51,454"
05,065,AR,Izard County,18.4,"40,788"
48,237,TX,Jack County,16.0,"51,846"
01,071,AL,Jackson County,18.9,"46,998"
05,067,AR,Jackson County,22.5,"37,815"
08,057,CO,Jackson County,14.8,"55,535"
12,063,FL,Jackson County,20.6,"42,721"
13,157,GA,Jackson County,11.9,"72,486"
17,077,IL,Jackson County,22.3,"43,334"
18,071,IN,Jackson County,14.2,"61,943"
19,097,IA,Jackson County,11.8,"61,307"
20,085,KS,Jackson County,9.3,"54,623"
21,109,KY,Jackson County,25.2,"36,997"
26,075,MI,Jackson County,11.9,"58,637"
27,063,MN,Jackson County,10.3,"64,052"
28,059,MS,Jackson County,14.7,"57,664"
29,095,MO,Jackson County,13.1,"63,282"
37,099,NC,Jackson County,18.7,"50,652"
39,079,OH,Jackson County,17.7,"48,745"
40,065,OK,Jackson County,14.9,"55,293"
41,029,OR,Jackson County,13.5,"63,308"
46,071,SD,Jackson County,28.1,"39,639"
47,087,TN,Jackson County,21.2,"43,611"
48,239,TX,Jackson County,13.5,"60,666"
54,035,WV,Jackson County,15.4,"58,606"
55,053,WI,Jackson County,12.6,"59,478"
22,049,LA,Jackson Parish,20.4,"45,481"
51,095,VA,James City County,7.0,"92,270"
13,159,GA,Jasper County,14.7,"61,354"
17,079,IL,Jasper County,9.9,"59,069"
18,073,IN,Jasper County,8.7,"74,336"
19,099,IA,Jasper County,9.3,"65,714"
28,061,MS,Jasper County,16.7,"43,527"
29,097,MO,Jasper County,16.8,"51,936"
45,053,SC,Jasper County,16.1,"54,099"
48,241,TX,Jasper County,23.8,"50,038"
18,075,IN,Jay County,13.6,"52,315"
13,161,GA,Jeff Davis County,19.4,"42,192"
48,243,TX,Jeff Davis County,21.3,"56,149"
01,073,AL,Jefferson County,16.9,"55,210"
05,069,AR,Jefferson County,20.3,"46,100"
08,059,CO,Jefferson County,7.3,"94,401"
12,065,FL,Jefferson County,16.4,"56,130"
13,163,GA,Jefferson County,20.3,"42,461"
16,051,ID,Jefferson County,8.0,"75,957"
17,081,IL,Jefferson County,15.3,"53,294"
18,077,IN,Jefferson County,11.6,"59,333"
19,101,IA,Jefferson County,13.5,"52,763"
20,087,KS,Jefferson County,8.0,"73,702"
21,111,KY,Jefferson County,14.5,"60,636"
28,063,MS,Jefferson County,31.7,"32,234"
29,099,MO,Jefferson County,8.7,"68,959"
30,043,MT,Jefferson County,7.4,"68,128"
31,095,NE,Jefferson County,9.7,"57,098"
36,045,NY,Jefferson County,12.4,"59,430"
39,081,OH,Jefferson County,17.2,"50,442"
40,067,OK,Jefferson County,24.2,"37,798"
41,031,OR,Jefferson County,15.9,"59,317"
42,065,PA,Jefferson County,13.3,"51,099"
47,089,TN,Jefferson County,14.7,"50,969"
48,245,TX,Jefferson County,19.2,"55,575"
53,031,WA,Jefferson County,11.2,"61,548"
54,037,WV,Jefferson County,9.7,"85,277"
55,055,WI,Jefferson County,7.5,"69,247"
28,065,MS,Jefferson Davis County,25.2,"34,876"
22,053,LA,Jefferson Davis Parish,17.2,"48,709"
22,051,LA,Jefferson Parish,17.5,"56,080"
13,165,GA,Jenkins County,27.4,"38,497"
18,079,IN,Jennings County,12.7,"61,964"
46,073,SD,Jerauld County,13.2,"67,818"
16,053,ID,Jerome County,12.6,"59,040"
17,083,IL,Jersey County,9.3,"68,675"
21,113,KY,Jessamine County,13.8,"61,652"
20,089,KS,Jewell County,13.2,"52,362"
48,247,TX,Jim Hogg County,23.2,"37,454"
48,249,TX,Jim Wells County,21.4,"43,852"
17,085,IL,Jo Daviess County,8.6,"67,839"
05,071,AR,Johnson County,18.1,"43,003"
13,167,GA,Johnson County,26.7,"37,703"
17,087,IL,Johnson County,13.3,"57,073"
18,081,IN,Johnson County,7.5,"79,914"
19,103,IA,Johnson County,14.7,"68,664"
20,091,KS,Johnson County,5.9,"93,220"
21,115,KY,Johnson County,24.2,"41,013"
29,101,MO,Johnson County,11.7,"59,146"
31,097,NE,Johnson County,13.3,"50,886"
47,091,TN,Johnson County,23.7,"42,230"
48,251,TX,Johnson County,9.8,"76,226"
56,019,WY,Johnson County,10.0,"57,275"
37,101,NC,Johnston County,11.8,"69,889"
40,069,OK,Johnston County,20.9,"47,039"
13,169,GA,Jones County,12.5,"61,509"
19,105,IA,Jones County,10.5,"62,810"
28,067,MS,Jones County,18.8,"44,670"
37,103,NC,Jones County,17.6,"47,616"
46,075,SD,Jones County,12.9,"53,891"
48,253,TX,Jones County,19.7,"52,288"
41,033,OR,Josephine County,16.8,"49,833"
49,023,UT,Juab County,8.8,"77,036"
30,045,MT,Judith Basin County,15.1,"51,392"
02,110,AK,Juneau Borough,7.6,"89,922"
55,057,WI,Juneau County,13.9,"57,000"
42,067,PA,Juniata County,9.9,"55,279"
26,077,MI,Kalamazoo County,14.1,"62,476"
15,005,HI,Kalawao County,.,.
26,079,MI,Kalkaska County,10.9,"57,920"
27,065,MN,Kanabec County,12.7,"57,937"
54,039,WV,Kanawha County,15.9,"55,069"
27,067,MN,Kandiyohi County,12.4,"66,030"
17,089,IL,Kane County,8.6,"90,941"
49,025,UT,Kane County,9.4,"62,311"
17,091,IL,Kankakee County,13.4,"63,880"
20,000,KS,Kansas,11.6,"64,128"
48,255,TX,Karnes County,22.1,"48,470"
15,007,HI,Kauai County,11.2,"76,719"
48,257,TX,Kaufman County,8.9,"73,660"
40,071,OK,Kay County,15.8,"50,034"
31,099,NE,Kearney County,7.7,"72,694"
20,093,KS,Kearny County,10.4,"76,518"
31,101,NE,Keith County,11.6,"53,637"
28,069,MS,Kemper County,26.1,"37,262"
02,122,AK,Kenai Peninsula Borough,11.5,"71,111"
17,093,IL,Kendall County,4.9,"100,483"
48,259,TX,Kendall County,6.8,"102,832"
48,261,TX,Kenedy County,14.2,"42,379"
23,011,ME,Kennebec County,11.3,"60,449"
55,059,WI,Kenosha County,10.7,"71,051"
10,001,DE,Kent County,12.2,"64,670"
24,029,MD,Kent County,12.0,"66,183"
26,081,MI,Kent County,9.9,"71,933"
44,003,RI,Kent County,8.1,"74,282"
48,263,TX,Kent County,11.5,"54,154"
21,117,KY,Kenton County,12.6,"70,693"
21,000,KY,Kentucky,16.3,"55,532"
19,107,IA,Keokuk County,11.2,"56,843"
06,029,CA,Kern County,18.5,"57,926"
48,265,TX,Kerr County,12.4,"60,834"
45,055,SC,Kershaw County,14.0,"54,900"
02,130,AK,Ketchikan Gateway Borough,11.3,"73,260"
55,061,WI,Kewaunee County,7.7,"71,861"
26,083,MI,Keweenaw County,10.7,"50,729"
31,103,NE,Keya Paha County,19.3,"49,421"
38,043,ND,Kidder County,14.2,"55,020"
31,105,NE,Kimball County,11.9,"52,460"
48,267,TX,Kimble County,15.6,"48,671"
51,097,VA,King and Queen County,14.1,"59,730"
48,269,TX,King County,11.6,"74,890"
53,033,WA,King County,9.3,"110,351"
51,099,VA,King George County,6.5,"98,668"
51,101,VA,King William County,7.1,"79,378"
40,073,OK,Kingfisher County,10.7,"66,770"
20,095,KS,Kingman County,11.7,"58,917"
06,031,CA,Kings County,17.7,"60,810"
36,047,NY,Kings County,19.2,"66,943"
46,077,SD,Kingsbury County,9.3,"60,106"
48,271,TX,Kinney County,19.0,"50,567"
08,061,CO,Kiowa County,12.5,"61,430"
20,097,KS,Kiowa County,11.5,"55,600"
40,075,OK,Kiowa County,20.6,"40,937"
08,063,CO,Kit Carson County,12.1,"56,272"
53,035,WA,Kitsap County,8.7,"86,826"
53,037,WA,Kittitas County,14.4,"62,721"
27,069,MN,Kittson County,9.8,"60,785"
41,035,OR,Klamath County,19.1,"49,660"
48,273,TX,Kleberg County,24.6,"49,226"
53,039,WA,Klickitat County,13.0,"61,542"
21,119,KY,Knott County,32.0,"34,051"
17,095,IL,Knox County,14.7,"47,559"
18,083,IN,Knox County,15.0,"56,564"
21,121,KY,Knox County,35.1,"32,646"
23,013,ME,Knox County,10.5,"68,786"
29,103,MO,Knox County,17.1,"45,464"
31,107,NE,Knox County,12.3,"54,189"
39,083,OH,Knox County,12.5,"61,642"
47,093,TN,Knox County,12.1,"64,817"
48,275,TX,Knox County,17.1,"45,558"
02,150,AK,Kodiak Island Borough,8.5,"80,863"
27,071,MN,Koochiching County,13.6,"59,299"
16,055,ID,Kootenai County,9.5,"68,043"
18,085,IN,Kosciusko County,9.4,"66,525"
19,109,IA,Kossuth County,10.5,"62,571"
02,158,AK,Kusilvak Census Area,30.4,"38,203"
55,063,WI,La Crosse County,12.1,"62,302"
04,012,AZ,La Paz County,20.3,"44,330"
08,067,CO,La Plata County,10.1,"74,774"
18,091,IN,La Porte County,12.2,"62,620"
17,099,IL,La Salle County,13.2,"64,447"
48,283,TX,La Salle County,28.6,"40,549"
22,059,LA,La Salle Parish,19.4,"47,205"
20,099,KS,Labette County,16.9,"49,185"
27,073,MN,Lac qui Parle County,9.8,"62,182"
42,069,PA,Lackawanna County,13.7,"61,227"
29,105,MO,Laclede County,15.7,"46,405"
05,073,AR,Lafayette County,23.7,"38,777"
12,067,FL,Lafayette County,18.9,"45,732"
28,071,MS,Lafayette County,16.5,"52,428"
29,107,MO,Lafayette County,10.5,"68,142"
55,065,WI,Lafayette County,9.8,"66,719"
22,055,LA,Lafayette Parish,17.7,"59,062"
22,057,LA,Lafourche Parish,15.7,"58,740"
18,087,IN,Lagrange County,7.5,"80,335"
02,164,AK,Lake and Peninsula Borough,20.6,"51,205"
06,033,CA,Lake County,16.5,"55,801"
08,065,CO,Lake County,11.3,"64,416"
12,069,FL,Lake County,10.0,"64,662"
17,097,IL,Lake County,8.5,"95,895"
18,089,IN,Lake County,13.9,"61,468"
26,085,MI,Lake County,18.7,"40,382"
27,075,MN,Lake County,8.8,"68,725"
30,047,MT,Lake County,17.2,"50,978"
39,085,OH,Lake County,7.0,"74,208"
41,037,OR,Lake County,15.7,"52,012"
46,079,SD,Lake County,9.6,"67,151"
47,095,TN,Lake County,33.4,"29,281"
27,077,MN,Lake of the Woods County,10.4,"62,357"
01,075,AL,Lamar County,17.0,"44,265"
13,171,GA,Lamar County,14.1,"55,933"
28,073,MS,Lamar County,11.8,"65,261"
48,277,TX,Lamar County,17.0,"50,787"
48,279,TX,Lamb County,19.1,"48,981"
50,015,VT,Lamoille County,8.7,"64,083"
38,045,ND,LaMoure County,10.9,"65,932"
48,281,TX,Lampasas County,12.2,"64,401"
31,109,NE,Lancaster County,12.0,"65,436"
42,071,PA,Lancaster County,8.8,"75,619"
45,057,SC,Lancaster County,11.8,"68,993"
51,103,VA,Lancaster County,12.0,"58,578"
32,015,NV,Lander County,11.0,"85,773"
20,101,KS,Lane County,9.3,"61,506"
41,039,OR,Lane County,14.4,"61,509"
55,067,WI,Langlade County,12.2,"57,229"
13,173,GA,Lanier County,19.8,"47,789"
26,087,MI,Lapeer County,9.3,"71,306"
56,021,WY,Laramie County,9.9,"63,134"
08,069,CO,Larimer County,11.2,"78,681"
21,123,KY,Larue County,15.5,"54,470"
08,071,CO,Las Animas County,21.0,"42,708"
06,035,CA,Lassen County,18.8,"56,923"
16,057,ID,Latah County,13.6,"59,436"
40,077,OK,Latimer County,20.0,"37,294"
01,077,AL,Lauderdale County,16.2,"52,222"
28,075,MS,Lauderdale County,22.8,"44,492"
47,097,TN,Lauderdale County,21.5,"42,280"
21,125,KY,Laurel County,19.5,"48,950"
13,175,GA,Laurens County,21.9,"47,905"
45,059,SC,Laurens County,18.5,"53,130"
48,285,TX,Lavaca County,12.4,"54,421"
01,079,AL,Lawrence County,13.9,"55,555"
05,075,AR,Lawrence County,20.4,"44,661"
17,101,IL,Lawrence County,19.2,"46,525"
18,093,IN,Lawrence County,12.6,"52,557"
21,127,KY,Lawrence County,24.8,"42,750"
28,077,MS,Lawrence County,19.3,"45,844"
29,109,MO,Lawrence County,14.6,"51,385"
39,087,OH,Lawrence County,17.2,"49,916"
42,073,PA,Lawrence County,12.2,"58,307"
46,081,SD,Lawrence County,13.0,"62,652"
47,099,TN,Lawrence County,13.6,"49,794"
40,079,OK,Le Flore County,23.5,"42,198"
27,079,MN,Le Sueur County,6.7,"82,936"
35,025,NM,Lea County,18.8,"51,749"
28,079,MS,Leake County,21.1,"42,938"
20,103,KS,Leavenworth County,8.7,"81,325"
42,075,PA,Lebanon County,9.0,"71,826"
01,081,AL,Lee County,18.0,"54,188"
05,077,AR,Lee County,34.9,"29,714"
12,071,FL,Lee County,12.2,"66,426"
13,177,GA,Lee County,9.8,"76,546"
17,103,IL,Lee County,13.2,"60,542"
19,111,IA,Lee County,14.1,"56,001"
21,129,KY,Lee County,33.5,"29,143"
28,081,MS,Lee County,15.2,"57,597"
37,105,NC,Lee County,15.1,"56,679"
45,061,SC,Lee County,25.9,"39,125"
48,287,TX,Lee County,12.8,"59,469"
51,105,VA,Lee County,25.1,"38,529"
26,089,MI,Leelanau County,6.7,"86,406"
28,083,MS,Leflore County,35.6,"31,091"
42,077,PA,Lehigh County,11.1,"68,688"
16,059,ID,Lemhi County,12.0,"57,499"
26,091,MI,Lenawee County,11.1,"62,050"
37,107,NC,Lenoir County,21.1,"44,244"
12,073,FL,Leon County,16.2,"57,246"
48,289,TX,Leon County,16.3,"51,582"
21,131,KY,Leslie County,29.8,"32,682"
21,133,KY,Letcher County,29.1,"34,897"
12,075,FL,Levy County,18.8,"45,494"
30,049,MT,Lewis and Clark County,9.0,"67,702"
16,061,ID,Lewis County,13.2,"50,128"
21,135,KY,Lewis County,22.6,"40,508"
29,111,MO,Lewis County,14.9,"47,136"
36,049,NY,Lewis County,12.6,"59,978"
47,101,TN,Lewis County,14.7,"50,422"
53,041,WA,Lewis County,13.5,"63,828"
54,041,WV,Lewis County,17.9,"47,275"
51,678,VA,Lexington city,21.0,"53,400"
45,063,SC,Lexington County,11.1,"65,016"
12,077,FL,Liberty County,23.1,"48,271"
13,179,GA,Liberty County,18.1,"50,696"
30,051,MT,Liberty County,16.1,"49,277"
48,291,TX,Liberty County,15.6,"57,174"
39,089,OH,Licking County,11.0,"72,936"
01,083,AL,Limestone County,9.9,"69,207"
48,293,TX,Limestone County,16.8,"50,381"
05,079,AR,Lincoln County,22.6,"45,435"
08,073,CO,Lincoln County,14.9,"51,975"
13,181,GA,Lincoln County,16.5,"50,080"
16,063,ID,Lincoln County,11.3,"57,111"
20,105,KS,Lincoln County,11.2,"53,199"
21,137,KY,Lincoln County,19.3,"44,399"
23,015,ME,Lincoln County,9.2,"65,638"
27,081,MN,Lincoln County,8.8,"60,199"
28,085,MS,Lincoln County,17.7,"45,609"
29,113,MO,Lincoln County,9.3,"76,182"
30,053,MT,Lincoln County,16.8,"48,156"
31,111,NE,Lincoln County,11.1,"61,702"
32,017,NV,Lincoln County,13.9,"64,304"
35,027,NM,Lincoln County,18.4,"50,472"
37,109,NC,Lincoln County,8.8,"73,319"
40,081,OK,Lincoln County,15.8,"51,525"
41,041,OR,Lincoln County,15.2,"52,751"
46,083,SD,Lincoln County,3.9,"91,352"
47,103,TN,Lincoln County,14.6,"52,018"
53,043,WA,Lincoln County,11.3,"64,692"
54,043,WV,Lincoln County,20.3,"41,452"
55,069,WI,Lincoln County,10.2,"62,064"
56,023,WY,Lincoln County,7.6,"75,872"
22,061,LA,Lincoln Parish,25.4,"40,384"
19,113,IA,Linn County,9.7,"70,464"
20,107,KS,Linn County,11.8,"57,104"
29,115,MO,Linn County,14.7,"49,490"
41,043,OR,Linn County,12.1,"64,834"
48,295,TX,Lipscomb County,13.3,"64,249"
09,005,CT,Litchfield County,8.6,"84,689"
05,081,AR,Little River County,15.7,"46,619"
48,297,TX,Live Oak County,17.7,"52,910"
17,105,IL,Livingston County,11.7,"61,569"
21,139,KY,Livingston County,14.4,"48,371"
26,093,MI,Livingston County,5.2,"92,357"
29,117,MO,Livingston County,13.8,"51,789"
36,051,NY,Livingston County,12.0,"65,221"
22,063,LA,Livingston Parish,12.0,"71,605"
48,299,TX,Llano County,12.1,"61,037"
05,083,AR,Logan County,15.4,"45,558"
08,075,CO,Logan County,16.4,"53,234"
17,107,IL,Logan County,13.5,"58,939"
20,109,KS,Logan County,8.9,"61,365"
21,141,KY,Logan County,16.6,"53,519"
31,113,NE,Logan County,9.9,"61,004"
38,047,ND,Logan County,14.2,"51,318"
39,091,OH,Logan County,10.1,"65,499"
40,083,OK,Logan County,13.1,"68,955"
54,045,WV,Logan County,23.5,"40,394"
13,183,GA,Long County,14.6,"55,601"
05,085,AR,Lonoke County,11.0,"64,633"
39,093,OH,Lorain County,12.8,"63,348"
35,028,NM,Los Alamos County,3.7,"134,050"
06,037,CA,Los Angeles County,14.1,"77,356"
47,105,TN,Loudon County,9.6,"72,378"
51,107,VA,Loudoun County,3.6,"153,716"
19,115,IA,Louisa County,11.1,"64,151"
51,109,VA,Louisa County,10.0,"68,838"
22,000,LA,Louisiana,19.5,"52,090"
31,115,NE,Loup County,15.6,"53,369"
40,085,OK,Love County,15.3,"52,205"
48,301,TX,Loving County,5.3,"100,917"
01,085,AL,Lowndes County,28.3,"36,993"
13,185,GA,Lowndes County,24.4,"46,565"
28,087,MS,Lowndes County,18.5,"49,086"
48,303,TX,Lubbock County,16.1,"57,270"
19,117,IA,Lucas County,12.9,"64,796"
39,095,OH,Lucas County,17.4,"53,379"
26,095,MI,Luce County,18.6,"47,959"
13,187,GA,Lumpkin County,13.6,"64,077"
35,029,NM,Luna County,27.6,"35,040"
51,111,VA,Lunenburg County,18.7,"44,852"
42,079,PA,Luzerne County,12.8,"58,645"
42,081,PA,Lycoming County,10.7,"58,862"
46,085,SD,Lyman County,20.7,"48,076"
51,680,VA,Lynchburg city,17.8,"52,127"
48,305,TX,Lynn County,16.8,"50,374"
19,119,IA,Lyon County,6.9,"70,654"
20,111,KS,Lyon County,13.8,"51,420"
21,143,KY,Lyon County,14.8,"56,445"
27,083,MN,Lyon County,10.4,"66,692"
32,019,NV,Lyon County,9.4,"71,547"
26,097,MI,Mackinac County,11.6,"53,028"
26,099,MI,Macomb County,11.6,"67,646"
01,087,AL,Macon County,27.5,"35,354"
13,193,GA,Macon County,30.3,"35,660"
17,115,IL,Macon County,17.1,"48,245"
29,121,MO,Macon County,13.7,"49,295"
37,113,NC,Macon County,14.2,"49,406"
47,111,TN,Macon County,15.9,"49,357"
17,117,IL,Macoupin County,15.4,"57,755"
06,039,CA,Madera County,20.4,"60,241"
01,089,AL,Madison County,10.2,"78,386"
05,087,AR,Madison County,15.4,"49,691"
12,079,FL,Madison County,21.8,"43,444"
13,195,GA,Madison County,15.1,"56,526"
16,065,ID,Madison County,17.6,"55,721"
17,119,IL,Madison County,11.4,"65,886"
18,095,IN,Madison County,15.7,"54,026"
19,121,IA,Madison County,7.4,"82,730"
21,151,KY,Madison County,16.6,"54,498"
28,089,MS,Madison County,11.5,"77,665"
29,123,MO,Madison County,13.9,"46,428"
30,057,MT,Madison County,9.1,"62,516"
31,119,NE,Madison County,9.7,"61,263"
36,053,NY,Madison County,10.4,"66,419"
37,115,NC,Madison County,15.3,"51,849"
39,097,OH,Madison County,13.4,"71,958"
47,113,TN,Madison County,17.1,"53,954"
48,313,TX,Madison County,17.5,"48,251"
51,113,VA,Madison County,9.4,"67,527"
22,065,LA,Madison Parish,35.3,"33,619"
21,153,KY,Magoffin County,33.2,"34,423"
19,123,IA,Mahaska County,12.5,"62,776"
27,087,MN,Mahnomen County,18.7,"52,486"
39,099,OH,Mahoning County,19.3,"50,216"
23,000,ME,Maine,11.2,"64,823"
40,093,OK,Major County,10.7,"55,948"
41,045,OR,Malheur County,20.0,"51,466"
51,683,VA,Manassas city,8.6,"100,530"
51,685,VA,Manassas Park city,7.3,"87,255"
12,081,FL,Manatee County,9.9,"67,929"
26,101,MI,Manistee County,13.0,"54,422"
55,071,WI,Manitowoc County,10.7,"59,774"
55,073,WI,Marathon County,7.6,"74,050"
